Country,Year,Month,CumulativeTotalCases,MonthlyNewCases,ActiveCases,CumulativeTotalDeaths,MonthlyNewDeaths
Benin,2020,12,97112,236,3175,1363,1
Benin,2021,1,107836,642,5852,1432,8
Benin,2021,2,133985,1541,23261,1712,18
Benin,2021,3,205373,1666,27558,2604,20
Benin,2021,4,227170,721,17254,2852,9
Benin,2021,5,247227,237,3666,3119,2
Benin,2021,6,243854,141,1899,3084,3
Benin,2021,7,256255,195,3024,3289,4
Benin,2021,8,316592,4972,54881,3629,20
Benin,2021,9,613400,10524,139619,4337,31
Benin,2021,10,757616,859,23275,4967,2
Benin,2021,11,744816,101,5406,4830,0
Benin,2021,12,771985,85,3524,4991,0
Benin,2022,1,804096,1515,20155,5024,2
Benin,2022,2,743063,117,24331,4564,0
Benin,2022,3,829841,385,34102,5053,0
Benin,2022,4,808560,0,38490,4890,0
Benin,2022,5,377328,0,17962,2282,0
Bermuda,2020,2,0,0,0,0,0
Bermuda,2020,3,163,30,143,0,0
Bermuda,2020,4,2169,82,1140,117,4
Bermuda,2020,5,3874,26,1379,255,3
Bermuda,2020,6,4302,6,263,270,0
Bermuda,2020,7,4681,10,129,279,0
Bermuda,2020,8,5042,16,206,279,0
Bermuda,2020,9,5334,9,184,270,0
Bermuda,2020,10,5791,18,170,279,0
Bermuda,2020,11,6688,61,660,270,0
Bermuda,2020,12,13838,344,4832,285,1
Bermuda,2021,1,20572,87,2277,361,2
Bermuda,2021,2,19510,14,254,336,0
Bermuda,2021,3,25208,512,3075,372,0
Bermuda,2021,4,58284,1176,22146,542,16
Bermuda,2021,5,76284,101,6371,965,5
Bermuda,2021,6,75034,20,321,990,0
Bermuda,2021,7,78432,54,495,1023,0
Bermuda,2021,8,83679,355,3183,1024,1
Bermuda,2021,9,120999,2321,29122,1276,38
Bermuda,2021,10,171598,403,16976,2847,29
Bermuda,2021,11,171133,101,1343,3176,5
Bermuda,2021,12,182367,672,3838,3294,4
Bermuda,2022,1,269067,4373,44798,3461,7
Bermuda,2022,2,313820,768,8864,3378,6
Bermuda,2022,3,372671,1003,7322,3877,5
Bermuda,2022,4,387720,924,7765,3898,3
Bermuda,2022,5,193828,647,5356,1850,4
Bhutan,2020,2,0,0,0,0,0
Bhutan,2020,3,46,3,46,0,0
Bhutan,2020,4,168,3,95,0,0
Bhutan,2020,5,557,36,391,0,0
Bhutan,2020,6,1878,34,1175,0,0
Bhutan,2020,7,2682,24,464,0,0
Bhutan,2020,8,4323,123,1057,0,0
Bhutan,2020,9,7443,57,2223,0,0
Bhutan,2020,10,9852,67,1065,0,0
Bhutan,2020,11,11173,48,678,0,0
Bhutan,2020,12,14873,274,2067,0,0
Bhutan,2021,1,25294,189,7090,25,0
Bhutan,2021,2,24183,8,231,28,0
Bhutan,2021,3,26933,6,44,31,0
Bhutan,2021,4,28670,201,1809,30,0
Bhutan,2021,5,40790,546,5600,31,0
Bhutan,2021,6,55636,480,9422,30,0
Bhutan,2021,7,73044,415,8845,48,1
Bhutan,2021,8,79586,81,1622,83,1
Bhutan,2021,9,77918,5,194,90,0
Bhutan,2021,10,81061,20,241,93,0
Bhutan,2021,11,78845,19,260,90,0
Bhutan,2021,12,82207,20,464,93,0
Bhutan,2022,1,102441,2231,18922,97,1
Bhutan,2022,2,232976,7811,81188,140,2
Bhutan,2022,3,615060,15399,122421,247,4
Bhutan,2022,4,1432489,31062,196648,488,11
Bhutan,2022,5,832214,403,5526,294,0
Bolivia,2020,2,0,0,0,0,0
Bolivia,2020,3,715,105,701,14,7
Bolivia,2020,4,14306,1003,12375,1061,66
Bolivia,2020,5,128856,8482,109048,6612,321
Bolivia,2020,6,591521,22533,446847,25060,1007
Bolivia,2020,7,1656753,43109,1070675,80259,2408
Bolivia,2020,8,3045853,40734,1726263,163748,2746
Bolivia,2020,9,3802590,18673,1114919,225712,1560
Bolivia,2020,10,4310672,6990,841925,266196,801
Bolivia,2020,11,4295765,2991,521244,271438,237
Bolivia,2020,12,4622046,13750,401549,286282,198
Bolivia,2021,1,5721678,57025,980903,305002,1203
Bolivia,2021,2,6571529,33150,1307187,317543,1325
Bolivia,2021,3,8069870,22872,1297152,378734,619
Bolivia,2021,4,8591322,32313,1145515,385134,725
Bolivia,2021,5,10333706,64742,1502127,430040,1554
Bolivia,2021,6,12245783,69149,1967910,480477,2286
Bolivia,2021,7,14201196,35190,1693254,549075,1128
Bolivia,2021,8,14955925,17654,1312373,574886,630
Bolivia,2021,9,14871437,9623,858847,570048,305
Bolivia,2021,10,15696208,13494,597562,595867,161
Bolivia,2021,11,15740762,23975,648906,581783,246
Bolivia,2021,12,17382482,62194,1008548,612447,518
Bolivia,2022,1,22880017,252527,3739107,640333,1265
Bolivia,2022,2,24682722,41050,3064776,606803,520
Bolivia,2022,3,27840117,8613,1985905,678229,57
Bolivia,2022,4,27110544,3031,938191,657083,25
Bolivia,2022,5,12676164,1109,311074,306961,24
Bosnia And Herzegovina,2020,2,0,0,0,0,0
Bosnia And Herzegovina,2020,3,2871,418,0,51,12
Bosnia And Herzegovina,2020,4,33408,1337,0,1272,56
Bosnia And Herzegovina,2020,5,68816,753,0,3748,84
Bosnia And Herzegovina,2020,6,95547,1943,0,4998,33
Bosnia And Herzegovina,2020,7,242302,7423,0,7585,153
Bosnia And Herzegovina,2020,8,494986,8088,0,14810,270
Bosnia And Herzegovina,2020,9,721110,7505,0,21892,247
Bosnia And Herzegovina,2020,10,1082304,22621,0,30973,378
Bosnia And Herzegovina,2020,11,2143398,37811,0,58347,1447
Bosnia And Herzegovina,2020,12,3166765,23084,0,107193,1369
Bosnia And Herzegovina,2021,1,3633153,10512,0,137072,629
Bosnia And Herzegovina,2021,2,3537217,9482,0,137423,392
Bosnia And Herzegovina,2021,3,4592478,38647,0,176661,1528
Bosnia And Herzegovina,2021,4,5612159,28835,0,230435,1952
Bosnia And Herzegovina,2021,5,6262864,5551,0,278330,702
Bosnia And Herzegovina,2021,6,6140108,1010,0,285966,401
Bosnia And Herzegovina,2021,7,6363901,633,0,299668,33
Bosnia And Herzegovina,2021,8,6463040,8198,0,301408,116
Bosnia And Herzegovina,2021,9,6735212,20922,0,305123,803
Bosnia And Herzegovina,2021,10,7578183,19271,0,344604,960
Bosnia And Herzegovina,2021,11,7963154,21019,0,362675,1020
Bosnia And Herzegovina,2021,12,8788327,16248,0,404858,856
Bosnia And Herzegovina,2022,1,9851996,56154,0,429561,1005
Bosnia And Herzegovina,2022,2,10176847,23735,0,421902,1012
Bosnia And Herzegovina,2022,3,11582015,4238,0,484585,254
Bosnia And Herzegovina,2022,4,11291337,1647,0,472340,52
Bosnia And Herzegovina,2022,5,5282027,424,0,220782,13
Botswana,2020,2,0,0,0,0,0
Botswana,2020,3,7,1,6,1,0
Botswana,2020,4,437,19,397,30,0
Botswana,2020,5,843,12,342,31,0
Botswana,2020,6,2410,192,1653,30,0
Botswana,2020,7,15329,667,13957,36,1
Botswana,2020,8,38269,830,33920,99,4
Botswana,2020,9,73122,1448,55129,345,10
Botswana,2020,10,151199,3470,102061,610,8
Botswana,2020,11,261748,4100,69769,858,10
Botswana,2020,12,398982,4063,77271,1162,8
Botswana,2021,1,556351,6488,107483,2613,101
Botswana,2021,2,715384,7078,112025,6751,192
Botswana,2021,3,1088635,11477,134829,14895,283
Botswana,2021,4,1315455,7086,103652,21500,158
Botswana,2021,5,1563753,8039,62496,26033,150
Botswana,2021,6,1860810,14707,112289,30608,199
Botswana,2021,7,2687022,37010,281427,40505,444
Botswana,2021,8,4276527,50237,376200,61072,692
Botswana,2021,9,5061795,22293,102535,69946,107
Botswana,2021,10,5666363,7374,47842,73992,38
Botswana,2021,11,5802629,8474,35430,72380,12
Botswana,2021,12,6264669,24441,172025,75195,26
Botswana,2022,1,7361782,33527,291626,78065,137
Botswana,2022,2,7283918,14928,99833,72862,46
Botswana,2022,3,8962801,37562,33278,82426,59
Botswana,2022,4,9172107,333,6759,80618,2
Botswana,2022,5,4284351,465,4345,37642,2
Brazil,2020,2,6,1,6,0,0
Brazil,2020,3,38046,5747,36761,988,201
Brazil,2020,4,1050307,80106,569393,66394,5700
Brazil,2020,5,7992952,431869,4243477,508957,23413
Brazil,2020,6,28406099,898631,12674636,1356090,30342
Brazil,2020,7,63085843,1264838,19143645,2373256,32912
Brazil,2020,8,103567121,1251557,23700227,3348407,28947
Brazil,2020,9,132885053,907727,18045476,4007328,22447
Brazil,2020,10,161996876,726052,13960471,4735137,15940
Brazil,2020,11,177875722,805147,13777250,4988226,13263
Brazil,2020,12,219499868,1347171,22768332,5703669,21811
Brazil,2021,1,262751442,1541793,26349471,6485108,29558
Brazil,2021,2,278290830,1358155,24670616,6717596,30484
Brazil,2021,3,363508555,2217970,36148183,8833103,66868
Brazil,2021,4,415387494,1927288,36796574,10960342,82401
Brazil,2021,5,487935904,1899099,35148128,13507094,58679
Brazil,2021,6,532137486,2032736,36921892,14773347,55280
Brazil,2021,7,601914535,1308679,29620844,16721032,38191
Brazil,2021,8,634737254,863755,18860878,17658544,24088
Brazil,2021,9,634821628,558751,12409450,17667626,16275
Brazil,2021,10,670688281,383782,8429206,18689692,11060
Brazil,2021,11,658900774,283604,5496950,18344101,6894
Brazil,2021,12,688196533,193062,3775886,19136332,4355
Brazil,2022,1,725037015,3166584,30208055,19280220,8256
Brazil,2022,2,770574897,3333515,74334067,17907267,22078
Brazil,2022,3,912841889,1160275,29293159,20324206,10417
Brazil,2022,4,906796700,500341,11569011,19856098,3691
Brazil,2022,5,427863956,233858,3656332,9298988,1369
British Virgin Islands,2020,2,0,0,0,0,0
British Virgin Islands,2020,3,15,1,0,0,0
British Virgin Islands,2020,4,121,3,0,12,0
British Virgin Islands,2020,5,230,2,0,31,0
British Virgin Islands,2020,6,240,0,0,30,0
British Virgin Islands,2020,7,248,0,0,31,0
British Virgin Islands,2020,8,499,39,0,31,0
British Virgin Islands,2020,9,1959,24,0,30,0
British Virgin Islands,2020,10,2201,0,0,31,0
British Virgin Islands,2020,11,2130,0,0,30,0
British Virgin Islands,2020,12,2459,15,0,31,0
British Virgin Islands,2021,1,3404,28,0,31,0
British Virgin Islands,2021,2,3426,39,0,28,0
British Virgin Islands,2021,3,4743,0,0,31,0
British Virgin Islands,2021,4,5494,41,0,30,0
British Virgin Islands,2021,5,7249,54,0,31,0
British Virgin Islands,2021,6,8321,65,0,30,0
British Virgin Islands,2021,7,49086,2187,0,411,30
British Virgin Islands,2021,8,78894,68,0,1105,6
British Virgin Islands,2021,9,79102,74,0,1110,0
British Virgin Islands,2021,10,84060,83,0,1147,0
British Virgin Islands,2021,11,82270,40,0,1133,1
British Virgin Islands,2021,12,90985,727,0,1197,1
British Virgin Islands,2022,1,155299,2317,0,1363,10
British Virgin Islands,2022,2,167232,276,0,1623,13
British Virgin Islands,2022,3,189328,56,0,1922,0
British Virgin Islands,2022,4,186201,214,0,1860,0
British Virgin Islands,2022,5,90296,218,0,868,0
Brunei Darussalam,2020,2,0,0,0,0,0
Brunei Darussalam,2020,3,1705,128,1533,4,0
Brunei Darussalam,2020,4,4089,9,990,30,0
Brunei Darussalam,2020,5,4354,3,160,36,1
Brunei Darussalam,2020,6,4230,0,15,75,1
Brunei Darussalam,2020,7,4371,0,0,93,0
Brunei Darussalam,2020,8,4416,3,30,93,0
Brunei Darussalam,2020,9,4355,2,55,90,0
Brunei Darussalam,2020,10,4554,2,33,93,0
Brunei Darussalam,2020,11,4455,2,26,90,0
Brunei Darussalam,2020,12,4715,7,44,93,0
Brunei Darussalam,2021,1,5379,23,270,93,0
Brunei Darussalam,2021,2,5134,6,128,84,0
Brunei Darussalam,2021,3,6157,26,308,93,0
Brunei Darussalam,2021,4,6590,12,327,90,0
Brunei Darussalam,2021,5,7234,19,264,93,0
Brunei Darussalam,2021,6,7529,17,265,90,0
Brunei Darussalam,2021,7,9062,77,891,93,0
Brunei Darussalam,2021,8,35804,2375,22881,142,8
Brunei Darussalam,2021,9,143203,4404,51855,916,38
Brunei Darussalam,2021,10,321155,6014,72885,2202,39
Brunei Darussalam,2021,11,427855,1963,22459,2883,11
Brunei Darussalam,2021,12,475652,377,7085,3157,3
Brunei Darussalam,2022,1,492292,1006,8362,3213,2
Brunei Darussalam,2022,2,842920,47066,293728,3023,21
Brunei Darussalam,2022,3,3470043,70870,717984,5363,83
Brunei Darussalam,2022,4,4179447,7438,58349,6485,10
Brunei Darussalam,2022,5,2000837,2561,12874,3060,2
Bulgaria,2020,2,0,0,0,0,0
Bulgaria,2020,3,3641,397,3477,71,7
Bulgaria,2020,4,25744,1107,21065,1111,58
Bulgaria,2020,5,65828,1007,43456,3285,74
Bulgaria,2020,6,105689,2476,43972,5512,90
Bulgaria,2020,7,254933,6701,117872,9167,153
Bulgaria,2020,8,444095,4576,145093,15650,246
Bulgaria,2020,9,552189,4567,136114,22024,196
Bulgaria,2020,10,963240,32011,406809,30763,454
Bulgaria,2020,11,3044632,92456,2007056,72503,2756
Bulgaria,2020,12,5636378,56966,2704331,187730,3541
Bulgaria,2021,1,6550706,16482,1463047,261407,1469
Bulgaria,2021,2,6492052,28290,693379,270490,1146
Bulgaria,2021,3,9012470,95595,1535995,359929,3006
Bulgaria,2021,4,11407989,61747,1915148,448669,3202
Bulgaria,2021,5,12813504,14197,1049624,533689,1301
Bulgaria,2021,6,12616355,3252,363102,537895,361
Bulgaria,2021,7,13114421,3225,243470,562938,152
Bulgaria,2021,8,13546653,30688,544517,571340,683
Bulgaria,2021,9,14345031,46420,1159850,595258,1986
Bulgaria,2021,10,16915796,100330,2030422,693426,3117
Bulgaria,2021,11,19750211,92565,3276543,794753,4454
Bulgaria,2021,12,22354557,52051,3048509,925223,2502
Bulgaria,2022,1,25928937,204857,5182215,996617,2363
Bulgaria,2022,2,29127460,139314,6934168,968110,2263
Bulgaria,2022,3,34658426,47644,6122219,1121052,948
Bulgaria,2022,4,34462302,17806,4873037,1102855,384
Bulgaria,2022,5,16231507,4775,1808234,517750,132
Burkina Faso,2020,2,0,0,0,0,0
Burkina Faso,2020,3,1910,260,1658,87,13
Burkina Faso,2020,4,15253,384,6487,923,29
Burkina Faso,2020,5,24013,202,3200,1555,10
Burkina Faso,2020,6,27120,115,1703,1590,0
Burkina Faso,2020,7,32311,144,3151,1643,0
Burkina Faso,2020,8,38874,262,5954,1687,2
Burkina Faso,2020,9,51198,688,14318,1679,3
Burkina Faso,2020,10,72258,444,16165,1960,9
Burkina Faso,2020,11,79799,386,4277,2028,1
Burkina Faso,2020,12,143616,3821,33723,2276,17
Burkina Faso,2021,1,275983,3975,55776,3131,35
Burkina Faso,2021,2,323026,1300,19933,3817,22
Burkina Faso,2021,3,384279,735,7465,4470,4
Burkina Faso,2021,4,391740,593,5658,4604,11
Burkina Faso,2021,5,415078,124,1350,5068,9
Burkina Faso,2021,6,403856,45,412,5019,2
Burkina Faso,2021,7,419321,94,681,5226,1
Burkina Faso,2021,8,423917,204,2237,5274,2
Burkina Faso,2021,9,419774,466,4145,5220,13
Burkina Faso,2021,10,453154,550,8742,6301,30
Burkina Faso,2021,11,461198,1207,6913,7437,72
Burkina Faso,2021,12,516850,1632,14535,9309,32
Burkina Faso,2022,1,613663,2992,26634,10672,48
Burkina Faso,2022,2,580036,127,1940,10477,9
Burkina Faso,2022,3,643933,102,1792,11672,7
Burkina Faso,2022,4,625590,0,960,11460,0
Burkina Faso,2022,5,291942,0,448,5348,0
Burundi,2020,2,0,0,0,0,0
Burundi,2020,3,2,0,0,0,0
Burundi,2020,4,183,9,0,18,0
Burundi,2020,5,889,52,0,31,0
Burundi,2020,6,3219,107,0,30,0
Burundi,2020,7,8597,217,0,31,0
Burundi,2020,8,12917,58,0,31,0
Burundi,2020,9,14171,63,0,30,0
Burundi,2020,10,16650,77,0,31,0
Burundi,2020,11,19096,103,0,30,0
Burundi,2020,12,23108,130,0,45,1
Burundi,2021,1,36863,814,0,62,0
Burundi,2021,2,52468,577,0,80,1
Burundi,2021,3,77229,601,0,126,3
Burundi,2021,4,102228,1185,0,180,0
Burundi,2021,5,134800,795,0,186,0
Burundi,2021,6,152959,662,0,230,2
Burundi,2021,7,184393,1628,0,252,1
Burundi,2021,8,307237,5310,0,1149,29
Burundi,2021,9,453136,5338,0,1140,0
Burundi,2021,10,601082,2311,0,1178,0
Burundi,2021,11,607549,376,0,1140,0
Burundi,2021,12,694446,6951,0,1178,0
Burundi,2022,1,1093970,10013,0,1178,0
Burundi,2022,2,1059333,723,0,1064,0
Burundi,2022,3,1187094,388,0,1178,0
Burundi,2022,4,1167371,1590,0,1140,0
Burundi,2022,5,571875,1155,0,532,0
Cabo Verde,2020,2,0,0,0,0,0
Cabo Verde,2020,3,51,5,43,8,0
Cabo Verde,2020,4,1421,115,1361,30,0
Cabo Verde,2020,5,9336,314,6522,83,3
Cabo Verde,2020,6,23482,792,12181,218,11
Cabo Verde,2020,7,58038,1224,26195,606,8
Cabo Verde,2020,8,98700,1433,25016,1042,17
Cabo Verde,2020,9,148629,2140,17152,1446,20
Cabo Verde,2020,10,232518,2769,28382,2518,35
Cabo Verde,2020,11,295451,1968,16465,3052,10
Cabo Verde,2020,12,353444,1079,7863,3415,8
Cabo Verde,2021,1,399245,2230,17002,3719,21
Cabo Verde,2021,2,412799,1330,12405,3918,13
Cabo Verde,2021,3,504501,2070,18161,4892,21
Cabo Verde,2021,4,604487,6412,59566,5686,49
Cabo Verde,2021,5,860060,6557,79956,7604,47
Cabo Verde,2021,6,950716,2085,27243,8302,22
Cabo Verde,2021,7,1029355,1267,16870,9087,12
Cabo Verde,2021,8,1068665,1563,18196,9353,15
Cabo Verde,2021,9,1102138,2222,25981,9761,26
Cabo Verde,2021,10,1177201,639,12241,10742,10
Cabo Verde,2021,11,1148987,155,2612,10470,0
Cabo Verde,2021,12,1203771,3362,12289,10879,2
Cabo Verde,2022,1,1615471,13963,99962,11594,45
Cabo Verde,2022,2,1563297,191,3854,11174,5
Cabo Verde,2022,3,1733465,66,2020,12431,0
Cabo Verde,2022,4,1679591,70,1945,12030,0
Cabo Verde,2022,5,784906,83,1179,5614,0
Cambodia,2020,2,15,0,0,0,0
Cambodia,2020,3,1247,108,1108,0,0
Cambodia,2020,4,3583,13,997,0,0
Cambodia,2020,5,3804,3,47,0,0
Cambodia,2020,6,3871,16,103,0,0
Cambodia,2020,7,5432,93,1173,0,0
Cambodia,2020,8,8154,40,894,0,0
Cambodia,2020,9,8244,3,50,0,0
Cambodia,2020,10,8798,14,149,0,0
Cambodia,2020,11,9051,32,326,0,0
Cambodia,2020,12,11024,43,855,0,0
Cambodia,2021,1,13110,99,1066,0,0
Cambodia,2021,2,14881,340,1899,0,0
Cambodia,2021,3,45845,1635,21198,92,11
Cambodia,2021,4,188743,10962,109148,1336,82
Cambodia,2021,5,687710,16692,285762,4673,121
Cambodia,2021,6,1204307,20291,175613,11411,388
Cambodia,2021,7,2015636,26858,210772,32097,795
Cambodia,2021,8,2662445,15812,108404,52331,506
Cambodia,2021,9,3062547,19596,130167,62686,416
Cambodia,2021,10,3598128,5871,111243,80620,469
Cambodia,2021,11,3585907,1612,22848,86143,152
Cambodia,2021,12,3731437,359,19639,92664,72
Cambodia,2022,1,3745883,862,21455,93459,3
Cambodia,2022,2,3491835,8921,55471,84516,17
Cambodia,2022,3,4155023,5349,56109,94457,22
Cambodia,2022,4,4080719,626,8997,91657,2
Cambodia,2022,5,1907636,11,530,42784,0
Cameroon,2020,2,0,0,0,0,0
Cameroon,2020,3,1096,191,1038,25,5
Cameroon,2020,4,30625,1639,20447,847,55
Cameroon,2020,5,109353,4072,53593,4121,130
Cameroon,2020,6,296500,6688,92936,7741,122
Cameroon,2020,7,477610,4663,71561,11230,78
Cameroon,2020,8,570225,1887,56555,12455,20
Cameroon,2020,9,606411,1696,27977,12476,7
Cameroon,2020,10,662575,955,28296,13123,8
Cameroon,2020,11,690210,2652,26420,12999,11
Cameroon,2020,12,788845,1832,35910,13797,11
Cameroon,2021,1,867295,3340,39408,14075,14
Cameroon,2021,2,911624,6097,52775,13946,89
Cameroon,2021,3,1264965,11955,178480,19038,170
Cameroon,2021,4,1895514,24581,167034,28082,386
Cameroon,2021,5,2352591,6679,116646,36806,168
Cameroon,2021,6,2399758,1929,59993,39147,49
Cameroon,2021,7,2521936,1206,35933,41178,10
Cameroon,2021,8,2558000,1361,23067,41510,16
Cameroon,2021,9,2559342,8878,105284,41068,109
Cameroon,2021,10,3034527,10196,403290,48444,227
Cameroon,2021,11,3169181,4295,78997,52794,105
Cameroon,2021,12,3345583,2573,50967,56756,60
Cameroon,2022,1,3448477,7351,103335,57592,29
Cameroon,2022,2,3313011,2522,158614,53453,43
Cameroon,2022,3,3701980,304,4966,59713,4
Cameroon,2022,4,3591984,236,2460,57810,0
Cameroon,2022,5,1676920,0,868,26978,0
Canada,2020,2,159,12,124,0,0
Canada,2020,3,53198,8592,47895,586,101
Canada,2020,4,916070,44624,577197,39083,3044
Canada,2020,5,2328159,37711,1013787,168319,4060
Canada,2020,6,2966043,13257,929314,240835,1281
Canada,2020,7,3402709,12108,524313,269706,344
Canada,2020,8,3795056,12636,167435,276681,191
Canada,2020,9,4228847,29810,268586,272806,171
Canada,2020,10,6048120,75753,663815,298506,836
Canada,2020,11,9046948,143628,1437650,327933,1966
Canada,2020,12,14913516,203256,2298986,423113,3434
Canada,2021,1,21524401,197577,2230362,547314,4367
Canada,2021,2,23142995,87531,1051443,587301,1936
Canada,2021,3,28506043,115613,1077472,689739,961
Canada,2021,4,33022218,237309,2286144,698131,1240
Canada,2021,5,40906456,162157,2030039,763572,1311
Canada,2021,6,42084392,33702,494815,769887,745
Canada,2021,7,44105616,15541,174633,811044,302
Canada,2021,8,45223544,68338,584830,819586,333
Canada,2021,9,46871709,124080,1258574,811004,912
Canada,2021,10,51994117,93316,1114373,872377,1102
Canada,2021,11,52628200,75941,752084,871232,714
Canada,2021,12,58959607,395809,2497740,919557,632
Canada,2022,1,84462449,866846,10071508,974540,3508
Canada,2022,2,89542019,237825,4074086,983600,2694
Canada,2022,3,104878093,191844,3814177,1147043,1439
Canada,2022,4,108706644,264259,6311651,1150511,1619
Canada,2022,5,53050585,72263,3769018,556499,985
Caribbean Netherlands,2020,2,0,0,0,0,0
Caribbean Netherlands,2020,3,0,0,0,0,0
Caribbean Netherlands,2020,4,103,3,103,0,0
Caribbean Netherlands,2020,5,187,2,72,0,0
Caribbean Netherlands,2020,6,210,0,0,0,0
Caribbean Netherlands,2020,7,274,4,57,0,0
Caribbean Netherlands,2020,8,408,4,191,0,0
Caribbean Netherlands,2020,9,1283,106,846,20,0
Caribbean Netherlands,2020,10,4486,32,1382,77,2
Caribbean Netherlands,2020,11,4700,9,101,90,0
Caribbean Netherlands,2020,12,5434,34,175,93,0
Caribbean Netherlands,2021,1,10084,164,3073,93,0
Caribbean Netherlands,2021,2,10563,69,2534,91,1
Caribbean Netherlands,2021,3,27115,964,8097,216,6
Caribbean Netherlands,2021,4,45604,165,3668,428,6
Caribbean Netherlands,2021,5,49362,55,533,521,1
Caribbean Netherlands,2021,6,48798,36,383,510,0
Caribbean Netherlands,2021,7,51859,58,584,527,0
Caribbean Netherlands,2021,8,54282,84,937,527,0
Caribbean Netherlands,2021,9,58267,305,2964,529,2
Caribbean Netherlands,2021,10,71353,339,4069,589,0
Caribbean Netherlands,2021,11,79579,503,4226,622,3
Caribbean Netherlands,2021,12,98396,468,4737,690,1
Caribbean Netherlands,2022,1,167286,3595,23612,785,5
Caribbean Netherlands,2022,2,206938,574,4834,853,3
Caribbean Netherlands,2022,3,243215,965,4505,961,0
Caribbean Netherlands,2022,4,278408,1189,7693,1009,3
Caribbean Netherlands,2022,5,137749,186,775,482,1
Cayman Islands,2020,2,0,0,0,0,0
Cayman Islands,2020,3,99,13,83,16,0
Cayman Islands,2020,4,1649,59,1444,30,0
Cayman Islands,2020,5,3201,68,1689,31,0
Cayman Islands,2020,6,5503,59,1578,30,0
Cayman Islands,2020,7,6269,3,76,31,0
Cayman Islands,2020,8,6319,2,26,31,0
Cayman Islands,2020,9,6237,6,63,30,0
Cayman Islands,2020,10,7050,29,415,31,0
